"Record_number","Entry_date","Study_number","Author","Duplicate_record","Quality_flag","Contributor","Country","Region","Site_name","Site_ID","Study_midyear","YearsOfData","Latitude","Longitude","Elevation","Manipulation","Manipulation_level","Age_ecosystem","Age_disturbance","Species","Biome","Ecosystem_type","Ecosystem_state","Leaf_habit","Stage","Soil_type","Soil_drainage","Soil_BD","Soil_CN","Soil_sand","Soil_silt","Soil_clay","MAT","MAP","PET","Study_temp","Study_precip","Meas_method","Collar_height","Collar_depth","Chamber_area","Time_of_day","Meas_interval","Annual_coverage","Partition_method","Rs_annual","Rs_annual_err","Rs_interann_err","Rlitter_annual","Ra_annual","Rh_annual","RC_annual","Rs_spring","Rs_summer","Rs_autumn","Rs_winter","Rs_growingseason","Rs_wet","Rs_dry","RC_seasonal","RC_season","GPP","ER","NEP","NPP","ANPP","BNPP","NPP_FR","TBCA","Litter_flux","Rootlitter_flux","TotDet_flux","Ndep","LAI","BA","C_veg_total","C_AG","C_BG","C_CR","C_FR","C_litter","C_soilmineral","C_soildepth","Notes","Site2","Site.match"
5262,"2016-09-26",7044,"Jeong",NA,"","BBL","South Korea","","Wola National Experimental Forest","KR-WNE-SV",2010,2,35.20583333,128.1733333,"150","None","",NA,"40","Pinus densiflora","Temperate","Evergreen Forest","Natural","Evergreen","Mature","Silt loam (Inceptisol)","Dry",1.07,26.5,NA,NA,NA,13.1,1490,NA,NA,"","IRGA",NA,NA,NA,"",30,1,"",1097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.44,NA,NA,NA,NA,NA,NA,NA,NA,"","35.20583333 128.1733333","35.25 128.25"
5263,"2016-09-26",7044,"Jeong",NA,"Q01","BBL","South Korea","","Wola National Experimental Forest","KR-WNE-VS",2010,2,35.20583333,128.1733333,"150","None","",NA,"40","Pinus densiflora","Temperate","Evergreen Forest","Natural","Evergreen","Mature","Silt loam (Inceptisol)","Dry",1.05,25.2,NA,NA,NA,13.1,1490,NA,NA,"","IRGA",NA,NA,NA,"",30,1,"",1090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.82,NA,NA,NA,NA,NA,NA,NA,NA,"","35.20583333 128.1733333","35.25 128.25"
5264,"2016-09-26",7044,"Jeong",NA,"","BBL","South Korea","","Wola National Experimental Forest","KR-WNE-VSV",2010,2,35.20583333,128.1733333,"150","None","",NA,"40","Pinus densiflora","Temperate","Evergreen Forest","Natural","Evergreen","Mature","Silt loam (Inceptisol)","Dry",1,19.3,NA,NA,NA,13.1,1490,NA,NA,"","IRGA",NA,NA,NA,"",30,1,"",789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.08,NA,NA,NA,NA,NA,NA,NA,NA,"","35.20583333 128.1733333","35.25 128.25"
5265,"2017-01-07",7141,"Li",NA,"Q01","BBL","USA","Oklahoma","Kessler's Farm Field Laboratory","US-KFF-CK",2010,1,34.98166667,-97.52055556,"","None","",NA,"","Bromus japonicus; Ambrosia trifida; Apocynum spp.; Solanum carolinense; Veronia baldwinii; Securigera varia; Tridens flavus; Sorghum halapense","Temperate","Grassland","Natural","Deciduous","Mature","Loam (Port-Pulaski-Keokuk complex)","Dry",1.2,19,51,35,13,16.3,895,NA,15.8,"906","IRGA",NA,2.5,80,"",21,1,"Exclusion",1223,72,21,NA,464,759,0.38,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355,NA,NA,NA,NA,NA,NA,"Rs_annual, Rh_annual, and Ra_annual data from author","34.98166667 -97.52055556","34.75 -97.75"
5266,"2017-01-07",7141,"Li",NA,"Q01","BBL","USA","Oklahoma","Kessler's Farm Field Laboratory","US-KFF-CK",2011,1,34.98166667,-97.52055556,"","None","",NA,"","Bromus japonicus; Ambrosia trifida; Apocynum spp.; Solanum carolinense; Veronia baldwinii; Securigera varia; Tridens flavus; Sorghum halapense","Temperate","Grassland","Natural","Deciduous","Mature","Loam (Port-Pulaski-Keokuk complex)","Dry",1.2,19,51,35,13,16.3,895,NA,17.3,"549","IRGA",NA,2.5,80,"",21,1,"Exclusion",1075,102,0,NA,654,654,0.61,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355,NA,NA,NA,NA,NA,NA,"Rs_annual, Rh_annual, and Ra_annual data from author","34.98166667 -97.52055556","34.75 -97.75"
5267,"2017-01-07",7141,"Li",NA,"Q01","BBL","USA","Oklahoma","Kessler's Farm Field Laboratory","US-KFF-CK",2012,1,34.98166667,-97.52055556,"","None","",NA,"","Bromus japonicus; Ambrosia trifida; Apocynum spp.; Solanum carolinense; Veronia baldwinii; Securigera varia; Tridens flavus; Sorghum halapense","Temperate","Grassland","Natural","Deciduous","Mature","Loam (Port-Pulaski-Keokuk complex)","Dry",1.2,19,51,35,13,16.3,895,NA,17.5,"678","IRGA",NA,2.5,80,"",21,1,"Exclusion",1117,102,NA,NA,731,731,0.65,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355,NA,NA,NA,NA,NA,NA,"Rs_annual, Rh_annual, and Ra_annual data from author","34.98166667 -97.52055556","34.75 -97.75"
5268,"2017-01-07",7141,"Li",NA,"Q01","BBL","USA","Oklahoma","Kessler's Farm Field Laboratory","US-KFF-3C",2010,1,34.98166667,-97.52055556,"","Warmed","3 C",NA,"","Bromus japonicus; Ambrosia trifida; Apocynum spp.; Solanum carolinense; Veronia baldwinii; Securigera varia; Tridens flavus; Sorghum halapense","Temperate","Grassland","Natural","Deciduous","Mature","Loam (Port-Pulaski-Keokuk complex)","Dry",1.2,19,51,35,13,16.3,895,NA,15.8,"906","IRGA",NA,2.5,80,"",21,1,"Exclusion",1256,133,24,NA,500,500,0.4,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305,NA,NA,NA,NA,NA,NA,"Rs_annual, Rh_annual, and Ra_annual data from author","34.98166667 -97.52055556","34.75 -97.75"
5269,"2017-01-07",7141,"Li",NA,"Q01","BBL","USA","Oklahoma","Kessler's Farm Field Laboratory","US-KFF-3C",2011,1,34.98166667,-97.52055556,"","Warmed","3 C",NA,"","Bromus japonicus; Ambrosia trifida; Apocynum spp.; Solanum carolinense; Veronia baldwinii; Securigera varia; Tridens flavus; Sorghum halapense","Temperate","Grassland","Natural","Deciduous","Mature","Loam (Port-Pulaski-Keokuk complex)","Dry",1.2,19,51,35,13,16.3,895,NA,17.3,"549","IRGA",NA,2.5,80,"",21,1,"Exclusion",972,99,35,NA,404,404,0.42,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305,NA,NA,NA,NA,NA,NA,"Rs_annual, Rh_annual, and Ra_annual data from author","34.98166667 -97.52055556","34.75 -97.75"
5270,"2017-01-07",7141,"Li",NA,"Q01","BBL","USA","Oklahoma","Kessler's Farm Field Laboratory","US-KFF-3C",2012,1,34.98166667,-97.52055556,"","Warmed","3 C",NA,"","Bromus japonicus; Ambrosia trifida; Apocynum spp.; Solanum carolinense; Veronia baldwinii; Securigera varia; Tridens flavus; Sorghum halapense","Temperate","Grassland","Natural","Deciduous","Mature","Loam (Port-Pulaski-Keokuk complex)","Dry",1.2,19,51,35,13,16.3,895,NA,17.5,"678","IRGA",NA,2.5,80,"",21,1,"Exclusion",997,49,NA,NA,519,519,0.52,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305,NA,NA,NA,NA,NA,NA,"Rs_annual, Rh_annual, and Ra_annual data from author","34.98166667 -97.52055556","34.75 -97.75"
5271,"2017-01-07",7141,"Li",NA,"Q01","BBL","USA","Oklahoma","Kessler's Farm Field Laboratory","US-KFF-CLIP",2010,1,34.98166667,-97.52055556,"","Clipped","",NA,"","Bromus japonicus; Ambrosia trifida; Apocynum spp.; Solanum carolinense; Veronia baldwinii; Securigera varia; Tridens flavus; Sorghum halapense","Temperate","Grassland","Natural","Deciduous","Mature","Loam (Port-Pulaski-Keokuk complex)","Dry",1.2,19,51,35,13,16.3,895,NA,15.8,"906","IRGA",NA,2.5,80,"",21,1,"Exclusion",1566,54,25,NA,481,481,0.31,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305,NA,NA,NA,NA,NA,NA,"Rs_annual, Rh_annual, and Ra_annual data from author","34.98166667 -97.52055556","34.75 -97.75"
5272,"2017-01-07",7141,"Li",NA,"Q01","BBL","USA","Oklahoma","Kessler's Farm Field Laboratory","US-KFF-CLIP",2011,1,34.98166667,-97.52055556,"","Clipped","",NA,"","Bromus japonicus; Ambrosia trifida; Apocynum spp.; Solanum carolinense; Veronia baldwinii; Securigera varia; Tridens flavus; Sorghum halapense","Temperate","Grassland","Natural","Deciduous","Mature","Loam (Port-Pulaski-Keokuk complex)","Dry",1.2,19,51,35,13,16.3,895,NA,17.3,"549","IRGA",NA,2.5,80,"",21,1,"Exclusion",1173,90,4,NA,462,462,0.39,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305,NA,NA,NA,NA,NA,NA,"Rs_annual, Rh_annual, and Ra_annual data from author","34.98166667 -97.52055556","34.75 -97.75"
5273,"2017-01-07",7141,"Li",NA,"Q01","BBL","USA","Oklahoma","Kessler's Farm Field Laboratory","US-KFF-CLIP",2012,1,34.98166667,-97.52055556,"","Clipped","",NA,"","Bromus japonicus; Ambrosia trifida; Apocynum spp.; Solanum carolinense; Veronia baldwinii; Securigera varia; Tridens flavus; Sorghum halapense","Temperate","Grassland","Natural","Deciduous","Mature","Loam (Port-Pulaski-Keokuk complex)","Dry",1.2,19,51,35,13,16.3,895,NA,17.5,"678","IRGA",NA,2.5,80,"",21,1,"Exclusion",1137,96,NA,NA,635,635,0.56,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305,NA,NA,NA,NA,NA,NA,"Rs_annual, Rh_annual, and Ra_annual data from author","34.98166667 -97.52055556","34.75 -97.75"
5274,"2017-01-07",7141,"Li",NA,"Q01","BBL","USA","Oklahoma","Kessler's Farm Field Laboratory","US-KFF-CLIP3C",2010,1,34.98166667,-97.52055556,"","Clipped, warmed","3 C",NA,"","Bromus japonicus; Ambrosia trifida; Apocynum spp.; Solanum carolinense; Veronia baldwinii; Securigera varia; Tridens flavus; Sorghum halapense","Temperate","Grassland","Natural","Deciduous","Mature","Loam (Port-Pulaski-Keokuk complex)","Dry",1.2,19,51,35,13,16.3,895,NA,15.8,"906","IRGA",NA,2.5,80,"",21,1,"Exclusion",1425,42,11,NA,635,635,0.45,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305,NA,NA,NA,NA,NA,NA,"Rs_annual, Rh_annual, and Ra_annual data from author","34.98166667 -97.52055556","34.75 -97.75"
5275,"2017-01-07",7141,"Li",NA,"Q01","BBL","USA","Oklahoma","Kessler's Farm Field Laboratory","US-KFF-CLIP3C",2011,1,34.98166667,-97.52055556,"","Clipped, warmed","3 C",NA,"","Bromus japonicus; Ambrosia trifida; Apocynum spp.; Solanum carolinense; Veronia baldwinii; Securigera varia; Tridens flavus; Sorghum halapense","Temperate","Grassland","Natural","Deciduous","Mature","Loam (Port-Pulaski-Keokuk complex)","Dry",1.2,19,51,35,13,16.3,895,NA,17.3,"549","IRGA",NA,2.5,80,"",21,1,"Exclusion",1106,57,35,NA,577,577,0.52,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305,NA,NA,NA,NA,NA,NA,"Rs_annual, Rh_annual, and Ra_annual data from author","34.98166667 -97.52055556","34.75 -97.75"
5276,"2017-01-07",7141,"Li",NA,"Q01","BBL","USA","Oklahoma","Kessler's Farm Field Laboratory","US-KFF-CLIP3C",2012,1,34.98166667,-97.52055556,"","Clipped, warmed","3 C",NA,"","Bromus japonicus; Ambrosia trifida; Apocynum spp.; Solanum carolinense; Veronia baldwinii; Securigera varia; Tridens flavus; Sorghum halapense","Temperate","Grassland","Natural","Deciduous","Mature","Loam (Port-Pulaski-Keokuk complex)","Dry",1.2,19,51,35,13,16.3,895,NA,17.5,"678","IRGA",NA,2.5,80,"",21,1,"Exclusion",1129,106,NA,NA,635,635,0.56,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305,NA,NA,NA,NA,NA,NA,"Rs_annual, Rh_annual, and Ra_annual data from author","34.98166667 -97.52055556","34.75 -97.75"
5277,"2017-01-07",7517,"Tomotsune",NA,"","BBL","Japan","Nagano","","JP-ANP-TR",2010.5,1,36.33,138.55,"1004","None","",NA,"35","Quercus serrata","Temperate","Deciduous Forest","Natural","Deciduous","Mature","","Dry",NA,NA,NA,NA,NA,7.9,1198,NA,NA,"","IRGA",NA,NA,1200,"",30,1,"Exclusion",479,NA,NA,NA,110,369,0.23,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","36.33 138.55","36.25 138.75"
5280,"2017-01-07",7553,"Versini",5159,"","BBL","Congo","","Kondi","CG-KON-ORR",2010,1,4.566666667,11.9,"100","Organic residues removed","",20,"1.5","Eucalyptus urophylla x Eucalyptus grandis","Tropical","Deciduous Forest","Managed","Deciduous","Mature","Sandy (Ferralic Arenosol)","Dry",NA,NA,NA,NA,NA,25,1350,NA,NA,"","IRGA",11.5,5,314,"",14,1,"Extraction",800,90,NA,NA,170,630,0.21,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","4.566666667 11.9","4.75 11.75"
5281,"2017-01-07",7553,"Versini",5160,"","BBL","Congo","","Kondi","CG-KON-SWH",2010,1,4.566666667,11.9,"100","Stem wood harvest","",20,"1.5","Eucalyptus urophylla x Eucalyptus grandis","Tropical","Deciduous Forest","Managed","Deciduous","Mature","Sandy (Ferralic Arenosol)","Dry",NA,NA,NA,NA,NA,25,1350,NA,NA,"","IRGA",11.5,5,314,"",14,1,"Extraction",1320,70,NA,NA,210,1110,0.16,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","4.566666667 11.9","4.75 11.75"
5282,"2017-01-07",7553,"Versini",5161,"","BBL","Congo","","Kondi","CG-KON-DS",2010,1,4.566666667,11.9,"100","Double slash","",20,"1.5","Eucalyptus urophylla x Eucalyptus grandis","Tropical","Deciduous Forest","Managed","Deciduous","Mature","Sandy (Ferralic Arenosol)","Dry",NA,NA,NA,NA,NA,25,1350,NA,NA,"","IRGA",11.5,5,314,"",14,1,"Extraction",1650,60,NA,NA,210,1440,0.13,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","4.566666667 11.9","4.75 11.75"
5283,"2017-01-07",7553,"Versini",5162,"","BBL","Congo","","Kondi","CG-KON-ORR",2011,1,4.566666667,11.9,"100","Organic residues removed","",20,"1.5","Eucalyptus urophylla x Eucalyptus grandis","Tropical","Deciduous Forest","Managed","Deciduous","Mature","Sandy (Ferralic Arenosol)","Dry",NA,NA,NA,NA,NA,25,1350,NA,NA,"","IRGA",11.5,5,314,"",14,1,"Extraction",1060,140,NA,NA,500,560,0.47,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","4.566666667 11.9","4.75 11.75"
5284,"2017-01-07",7553,"Versini",5163,"","BBL","Congo","","Kondi","CG-KON-SWH",2011,1,4.566666667,11.9,"100","Stem wood harvest","",20,"1.5","Eucalyptus urophylla x Eucalyptus grandis","Tropical","Deciduous Forest","Managed","Deciduous","Mature","Sandy (Ferralic Arenosol)","Dry",NA,NA,NA,NA,NA,25,1350,NA,NA,"","IRGA",11.5,5,314,"",14,1,"Extraction",1660,140,NA,NA,630,1030,0.38,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","4.566666667 11.9","4.75 11.75"
5285,"2017-01-07",7553,"Versini",5164,"","BBL","Congo","","Kondi","CG-KON-DS",2011,1,4.566666667,11.9,"100","Double slash","",20,"1.5","Eucalyptus urophylla x Eucalyptus grandis","Tropical","Deciduous Forest","Managed","Deciduous","Mature","Sandy (Ferralic Arenosol)","Dry",NA,NA,NA,NA,NA,25,1350,NA,NA,"","IRGA",11.5,5,314,"",14,1,"Extraction",1920,60,NA,NA,650,1270,0.34,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","4.566666667 11.9","4.75 11.75"
5310,"2017-01-07",6816,"Dawes",NA,"","BBL","Switzerland","","Stillberg","CH-STB-CK",2004.5,8,9.87,46.77,"2180","None","",NA,"30","Pinus mugo; Larix decidua","Temperate","Mixed Forest","Managed","Mixed","Mature","Sandy Ranker and podzols (Lithic Cryumbrepts and Typic Cryorthods)","Dry",NA,NA,NA,NA,NA,2.1,1133,NA,NA,"","IRGA",5,2,78.5,"",60,1,"",256,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","9.87 46.77","9.75 46.75"
5311,"2017-01-07",6816,"Dawes",NA,"","BBL","Switzerland","","Stillberg","CH-STB-CO2",2004.5,8,9.87,46.77,"2180","CO2","575 ppm",NA,"30","Pinus mugo; Larix decidua","Temperate","Mixed Forest","Managed","Mixed","Mature","Sandy Ranker and podzols (Lithic Cryumbrepts and Typic Cryorthods)","Dry",NA,NA,NA,NA,NA,2.1,1133,NA,NA,"","IRGA",5,2,78.5,"",60,1,"",315,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","9.87 46.77","9.75 46.75"
5312,"2017-01-07",6851,"Dube",NA,"","BBL","Chile","","","CL-NN-PST",2008.5,2,-45.4,-72,"730","Grazing","",70,"","Dactylis glomerata; Holcus lanatus; Poa pratensis; Trifolium pratense; T. repens; Acaena magellanica; A. pinnatifida; Hypochoeris radicata; Taraxacum officinale","Temperate","Grassland","Managed","Deciduous","Mature","Typic Hapludands","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Alkali absorption",NA,5,NA,"",15,1,"",511,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","-45.4 -72","-45.25 -72.25"
5313,"2017-01-07",6851,"Dube",NA,"","BBL","Chile","","","CL-NN-PPP",2008.5,2,-45.4,-72,"730","Fertilized","",70,"18","Pinus ponderosa","Temperate","Evergreen Forest","Managed","Evergreen","Aggrading","Typic Hapludands","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Alkali absorption",NA,5,NA,"",15,1,"",426,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","-45.4 -72","-45.25 -72.25"
5314,"2017-01-07",6851,"Dube",NA,"","BBL","Chile","","","CL-NN-SPSM",2008.5,2,-45.4,-72,"730","Fertilized","",70,"18","Pinus ponderosa","Temperate","Evergreen Forest","Managed","Evergreen","Aggrading","Typic Hapludands","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Alkali absorption",NA,5,NA,"",15,1,"",462,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","-45.4 -72","-45.25 -72.25"
5315,"2017-01-07",6851,"Dube",NA,"","BBL","Chile","","","CL-NN-SPS1IT",2008.5,2,-45.4,-72,"730","Fertilized","",70,"18","Pinus ponderosa","Temperate","Evergreen Forest","Managed","Evergreen","Aggrading","Typic Hapludands","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Alkali absorption",NA,5,NA,"",15,1,"",416,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","-45.4 -72","-45.25 -72.25"
5316,"2017-01-07",6851,"Dube",NA,"","BBL","Chile","","","CL-NN-SPS1M",2008.5,2,-45.4,-72,"730","Fertilized","",70,"18","Pinus ponderosa","Temperate","Evergreen Forest","Managed","Evergreen","Aggrading","Typic Hapludands","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Alkali absorption",NA,5,NA,"",15,1,"",436,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","-45.4 -72","-45.25 -72.25"
5317,"2017-01-07",6851,"Dube",NA,"","BBL","Chile","","","CL-NN-SPS75M",2008.5,2,-45.4,-72,"730","Fertilized","",70,"18","Pinus ponderosa","Temperate","Evergreen Forest","Managed","Evergreen","Aggrading","Typic Hapludands","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Alkali absorption",NA,5,NA,"",15,1,"",514,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","-45.4 -72","-45.25 -72.25"
5318,"2017-01-07",6859,"Eler",NA,"","BBL","Slovenia","","Podgorski","SI-POD-BROM",2009.5,1,45.55,13.92,"415","None","",NA,"","Bromopsis erecta; Carex humilis; Stipa eriocaulis","Temperate","Grassland","Unmanaged","Deciduous","Mature","Clay","Dry",NA,NA,NA,NA,NA,10.5,1370,NA,NA,"","IRGA",4.4,2.2,102.02,"",14,1,"",1345,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,-350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","45.55 13.92","45.75 13.75"
5319,"2017-01-07",6859,"Eler",NA,"","BBL","Slovenia","","Podgorski","SI-POD-QUERCUS",2009.5,1,45.55,13.92,"415","None","",NA,"","Quercus pubescens","Temperate","Shrubland","Unmanaged","Deciduous","Aggrading","Clay","Dry",NA,NA,NA,NA,NA,10.5,1370,NA,NA,"","IRGA",4.4,2.2,102.02,"",14,1,"",1324,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,130,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","45.55 13.92","45.75 13.75"
5320,"2017-01-07",6859,"Eler",NA,"","BBL","Slovenia","","Podgorski","SI-POD-BROM",2010.5,1,45.55,13.92,"415","None","",NA,"","Bromopsis erecta; Carex humilis; Stipa eriocaulis","Temperate","Grassland","Unmanaged","Deciduous","Mature","Clay","Dry",NA,NA,NA,NA,NA,10.5,1370,NA,NA,"","IRGA",4.4,2.2,102.02,"",14,1,"",1150,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,-350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","45.55 13.92","45.75 13.75"
5321,"2017-01-07",6859,"Eler",NA,"","BBL","Slovenia","","Podgorski","SI-POD-QUERCUS",2010.5,1,45.55,13.92,"415","None","",NA,"","Quercus pubescens","Temperate","Shrubland","Unmanaged","Deciduous","Aggrading","Clay","Dry",NA,NA,NA,NA,NA,10.5,1370,NA,NA,"","IRGA",4.4,2.2,102.02,"",14,1,"",1268,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,130,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","45.55 13.92","45.75 13.75"
5322,"2017-01-07",6935,"Giasson",NA,"Q13","BBL","USA","Massachusetts","Harvard Forest","US-HAF-ACER",1992.5,1,42.53,-72.18,"340","None","",NA,"","Acer rubum","Temperate","Deciduous Forest","Natural","Deciduous","Mature","Typic Dystrochrept","Dry",NA,NA,NA,NA,NA,8.5,1050,NA,NA,"","IRGA",NA,NA,NA,"",NA,NA,"",913,NA,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","42.53 -72.18","42.75 -72.25"
5323,"2017-01-07",6935,"Giasson",NA,"Q13","BBL","USA","Massachusetts","Harvard Forest","US-HAF-ACER",1993.5,1,42.53,-72.18,"340","None","",NA,"","Acer rubum","Temperate","Deciduous Forest","Natural","Deciduous","Mature","Typic Dystrochrept","Dry",NA,NA,NA,NA,NA,8.5,1050,NA,NA,"","IRGA",NA,NA,NA,"",NA,NA,"",663,NA,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","42.53 -72.18","42.75 -72.25"
5324,"2017-01-07",6935,"Giasson",NA,"Q13","BBL","USA","Massachusetts","Harvard Forest","US-HAF-ACER",1994.5,1,42.53,-72.18,"340","None","",NA,"","Acer rubum","Temperate","Deciduous Forest","Natural","Deciduous","Mature","Typic Dystrochrept","Dry",NA,NA,NA,NA,NA,8.5,1050,NA,NA,"","IRGA",NA,NA,NA,"",NA,NA,"",839,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","42.53 -72.18","42.75 -72.25"
